code,category,eps,dps,nta,revenue,profit_loss,quarter,quarter_date,financial_year,announced_date,roe
5082,Wood & Wood Products,-1.2400,0.000,1.7600,36.5m,-1.9m,-,2023-03-31,"30 Jun, 2023",2023-05-25,-0.7
5082,Wood & Wood Products,2.8700,0.000,1.5900,90.9m,2.8m,4,2022-12-31,"31 Dec, 2022",2023-02-24,1.8
5082,Wood & Wood Products,4.3600,0.000,1.5900,83.2m,4.3m,3,2022-09-30,"31 Dec, 2022",2022-11-25,2.7
5082,Wood & Wood Products,7.0600,0.000,1.5900,84.6m,6.9m,2,2022-06-30,"31 Dec, 2022",2022-08-18,4.4
5082,Wood & Wood Products,14.8300,0.000,1.5400,66.4m,11.5m,1,2022-03-31,"31 Dec, 2022",2022-05-19,9.6
5082,Wood & Wood Products,17.7100,0.000,1.4700,97.3m,13.3m,4,2021-12-31,"31 Dec, 2021",2022-02-22,12.0
5082,Wood & Wood Products,37.2900,0.000,1.2900,80.7m,28.0m,3,2021-09-30,"31 Dec, 2021",2021-11-18,28.9
5082,Wood & Wood Products,10.4900,0.000,0.9200,40.4m,7.9m,2,2021-06-30,"31 Dec, 2021",2021-08-23,11.4
5082,Wood & Wood Products,10.6300,0.000,0.8200,46.1m,8.0m,1,2021-03-31,"31 Dec, 2021",2021-05-19,13.0
5082,Wood & Wood Products,12.7600,0.000,0.7000,23.9m,9.4m,4,2020-12-31,"31 Dec, 2020",2021-02-24,18.2
5082,Wood & Wood Products,-1.2800,0.000,0.5700,10.0m,-939.0k,3,2020-09-30,"31 Dec, 2020",2020-11-27,-2.2
5082,Wood & Wood Products,-2.8800,0.000,0.5800,4.2m,-2.1m,2,2020-06-30,"31 Dec, 2020",2020-08-27,-5.0
5082,Wood & Wood Products,-3.2000,0.000,0.6100,15.2m,-2.3m,1,2020-03-31,"31 Dec, 2020",2020-07-16,-5.2
5082,Wood & Wood Products,-6.5200,0.000,0.7300,11.9m,-4.8m,4,2019-12-31,"31 Dec, 2019",2020-02-27,-8.9
5082,Wood & Wood Products,-0.3800,0.000,0.7900,12.1m,-277.0k,3,2019-09-30,"31 Dec, 2019",2019-11-25,-0.5
5082,Wood & Wood Products,5.2000,0.000,0.6300,11.8m,3.8m,2,2019-06-30,"31 Dec, 2019",2019-08-29,8.3
5082,Wood & Wood Products,-4.5800,0.000,0.5900,10.4m,-3.4m,1,2019-03-31,"31 Dec, 2019",2019-05-29,-7.8
5082,Wood & Wood Products,-1.7900,0.000,0.6300,17.6m,-1.3m,4,2018-12-31,"31 Dec, 2018",2019-02-28,-2.8
5082,Wood & Wood Products,0.9200,0.000,0.6500,27.9m,674.0k,3,2018-09-30,"31 Dec, 2018",2018-11-28,1.4
5082,Wood & Wood Products,-1.7800,0.000,0.6400,25.0m,-1.3m,2,2018-06-30,"31 Dec, 2018",2018-08-30,-2.8
5082,Wood & Wood Products,-3.1500,0.000,0.8000,22.7m,-2.3m,1,2018-03-31,"31 Dec, 2018",2018-05-25,-3.9
5082,Wood & Wood Products,-2.1600,0.000,0.8400,28.9m,-1.6m,4,2017-12-31,"31 Dec, 2017",2018-02-27,-2.6
5082,Wood & Wood Products,-2.5300,0.000,0.8600,22.6m,-1.9m,3,2017-09-30,"31 Dec, 2017",2017-11-29,-2.9
5082,Wood & Wood Products,-2.1200,0.000,0.8800,22.0m,-1.6m,2,2017-06-30,"31 Dec, 2017",2017-08-29,-2.4
5082,Wood & Wood Products,-3.0200,0.000,0.9000,19.7m,-2.2m,1,2017-03-31,"31 Dec, 2017",2017-05-25,-3.4
5568,Industrial Engineering,-54.5000,0.000,0.8600,22.3m,-61.5m,2,2024-09-30,"31 Mar, 2025",2024-11-28,-63.4
5568,Industrial Engineering,-0.9800,0.000,1.4000,25.6m,-1.1m,1,2024-06-30,"31 Mar, 2025",2024-08-22,-0.7
5568,Industrial Engineering,-34.1500,0.000,1.0700,22.9m,-37.9m,-,2024-03-31,"31 Mar, 2024",2024-05-31,-31.9
5568,Industrial Engineering,0.5200,0.000,1.4100,20.5m,572.0k,-,2023-12-31,"31 Mar, 2024",2024-02-23,0.4
5568,Industrial Engineering,2.0300,0.000,1.4000,18.9m,2.3m,-,2023-09-30,"31 Mar, 2024",2023-11-30,1.5
5568,Industrial Engineering,1.8000,0.000,1.3800,20.3m,2.0m,3,2023-06-30,"30 Sep, 2023",2023-08-24,1.3
5568,Industrial Engineering,0.1800,0.000,1.3700,14.0m,201.0k,2,2023-03-31,"30 Sep, 2023",2023-05-19,0.1
5568,Industrial Engineering,0.9800,0.000,1.3600,19.2m,1.1m,1,2022-12-31,"30 Sep, 2023",2023-02-24,0.7
5568,Industrial Engineering,4.3800,10.000,1.3500,20.0m,4.9m,4,2022-09-30,"30 Sep, 2022",2022-11-29,3.2
5568,Industrial Engineering,3.8700,10.000,1.4100,23.7m,4.3m,3,2022-06-30,"30 Sep, 2022",2022-08-15,2.7
5568,Industrial Engineering,1.5400,0.000,1.3700,18.4m,1.7m,2,2022-03-31,"30 Sep, 2022",2022-05-26,1.1
5568,Industrial Engineering,-2.0300,0.000,1.3600,15.9m,-2.3m,1,2021-12-31,"30 Sep, 2022",2022-02-23,-1.5
5568,Industrial Engineering,-5.7900,0.000,1.3800,13.6m,-6.4m,4,2021-09-30,"30 Sep, 2021",2021-11-29,-4.2
5568,Industrial Engineering,-1.8700,0.000,1.4300,10.3m,-2.1m,3,2021-06-30,"30 Sep, 2021",2021-08-26,-1.3
5568,Industrial Engineering,1.9300,0.000,1.4500,18.3m,2.1m,2,2021-03-31,"30 Sep, 2021",2021-05-27,1.3
5568,Industrial Engineering,0.9300,0.000,1.4300,14.8m,1.0m,1,2020-12-31,"30 Sep, 2021",2021-03-18,0.7
5568,Industrial Engineering,3.5900,0.000,1.4200,19.5m,4.0m,4,2020-09-30,"30 Sep, 2020",2020-11-27,2.5
5568,Industrial Engineering,-1.2700,0.000,1.3900,15.0m,-1.4m,3,2020-06-30,"30 Sep, 2020",2020-08-25,-0.9
5568,Industrial Engineering,0.6400,0.000,1.4000,27.1m,710.0k,2,2020-03-31,"30 Sep, 2020",2020-06-24,0.5
5568,Industrial Engineering,0.4900,0.000,1.3900,27.8m,541.0k,1,2019-12-31,"30 Sep, 2020",2020-02-28,0.4
5568,Industrial Engineering,-0.7900,0.000,1.3700,14.8m,-873.0k,3,2019-06-30,"30 Sep, 2019",2019-08-29,-0.6
5568,Industrial Engineering,-2.3200,0.000,1.3800,10.2m,-2.6m,2,2019-03-31,"30 Sep, 2019",2019-05-23,-1.7
5568,Industrial Engineering,-0.0600,0.000,1.4000,14.9m,-67.0k,1,2018-12-31,"30 Sep, 2019",2019-02-27,0.0
5568,Industrial Engineering,-11.2600,0.000,1.4000,19.5m,-12.5m,4,2018-09-30,"30 Sep, 2018",2018-11-30,-8.0
5568,Industrial Engineering,1.9500,0.000,1.5100,21.2m,2.2m,3,2018-06-30,"30 Sep, 2018",2018-08-23,1.3
5568,Industrial Engineering,1.7000,3.000,1.5900,16.2m,1.9m,2,2018-03-31,"30 Sep, 2018",2018-05-22,1.1
5568,Industrial Engineering,-3.2800,0.000,1.5500,13.9m,-3.6m,1,2017-12-31,"30 Sep, 2018",2018-02-28,-2.1
5568,Industrial Engineering,0.3900,0.000,1.5900,15.8m,437.0k,4,2017-09-30,"30 Sep, 2017",2017-11-28,0.2
5568,Industrial Engineering,-0.7800,0.000,1.5800,12.9m,-864.0k,3,2017-06-30,"30 Sep, 2017",2017-08-24,-0.5
5568,Industrial Engineering,1.7000,3.000,1.5900,16.2m,1.9m,2,2017-03-31,"30 Sep, 2017",2017-05-23,1.1
5568,Industrial Engineering,2.0700,0.000,1.6000,14.4m,2.3m,1,2016-12-31,"30 Sep, 2017",2017-02-14,1.3
5088,Other Financials,1.0200,0.000,1.6600,14.9m,2.1m,-,2024-09-30,"30 Jun, 2025",2024-11-27,0.6
5088,Other Financials,1.5600,0.000,1.6400,14.9m,3.2m,2,2024-06-30,"31 Dec, 2024",2024-08-27,1.0
5088,Other Financials,0.7100,0.000,1.6300,12.8m,1.4m,1,2024-03-31,"31 Dec, 2024",2024-05-27,0.4
5088,Other Financials,0.7400,0.000,1.6200,13.1m,1.5m,4,2023-12-31,"31 Dec, 2023",2024-02-27,0.5
5088,Other Financials,1.1000,0.000,1.6100,11.5m,2.2m,3,2023-09-30,"31 Dec, 2023",2023-11-28,0.7
5088,Other Financials,0.8100,0.000,1.6000,10.5m,1.6m,2,2023-06-30,"31 Dec, 2023",2023-08-29,0.5
5088,Other Financials,0.9600,0.000,1.5900,10.5m,2.0m,1,2023-03-31,"31 Dec, 2023",2023-05-24,0.6
5088,Other Financials,0.9800,0.000,1.5800,9.6m,2.0m,4,2022-12-31,"31 Dec, 2022",2023-02-27,0.6
5088,Other Financials,0.4900,0.000,1.5700,8.8m,985.0k,3,2022-09-30,"31 Dec, 2022",2022-11-30,0.3
5088,Other Financials,0.4900,0.000,1.5700,7.8m,986.0k,2,2022-06-30,"31 Dec, 2022",2022-08-09,0.3
5088,Other Financials,1.0700,0.000,1.6600,9.9m,2.2m,1,2022-03-31,"31 Dec, 2022",2022-05-26,0.6
5088,Other Financials,1.1600,10.000,1.6500,10.1m,2.4m,4,2021-12-31,"31 Dec, 2021",2022-02-21,0.7
5088,Other Financials,4.0200,1.000,1.6500,48.4m,8.1m,3,2021-09-30,"31 Dec, 2021",2021-11-29,2.4
5088,Other Financials,2.9200,1.000,1.6200,13.5m,5.9m,2,2021-06-30,"31 Dec, 2021",2021-08-20,1.8
5088,Other Financials,2.5000,1.000,1.6000,16.5m,5.1m,1,2021-03-31,"31 Dec, 2021",2021-05-21,1.6
5088,Other Financials,2.1900,0.000,1.5800,16.4m,4.4m,4,2020-12-31,"31 Dec, 2020",2021-02-25,1.4
5088,Other Financials,3.0300,0.000,1.5500,18.4m,6.1m,3,2020-09-30,"31 Dec, 2020",2020-11-12,2.0
5088,Other Financials,2.2100,0.000,1.5200,12.7m,4.5m,2,2020-06-30,"31 Dec, 2020",2020-08-27,1.5
5088,Other Financials,1.0700,0.000,1.5000,9.7m,2.2m,1,2020-03-31,"31 Dec, 2020",2020-05-21,0.7
5088,Other Financials,0.7100,0.000,1.4900,8.4m,1.4m,4,2019-12-31,"31 Dec, 2019",2020-02-27,0.5
5088,Other Financials,0.4400,0.000,1.4800,8.1m,885.0k,3,2019-09-30,"31 Dec, 2019",2019-11-14,0.3
5088,Other Financials,0.9700,0.000,1.5000,8.2m,2.0m,2,2019-06-30,"31 Dec, 2019",2019-08-29,0.6
5088,Other Financials,0.8500,2.000,1.4900,9.3m,1.7m,1,2019-03-31,"31 Dec, 2019",2019-05-30,0.6
5088,Other Financials,1.4500,0.000,1.4800,9.5m,2.9m,4,2018-12-31,"31 Dec, 2018",2019-02-21,1.0
5088,Other Financials,1.7400,0.000,1.4700,10.3m,3.5m,3,2018-09-30,"31 Dec, 2018",2018-11-22,1.2
5088,Other Financials,-0.4800,0.000,1.4500,10.1m,-964.0k,2,2018-06-30,"31 Dec, 2018",2018-08-29,-0.3
5088,Other Financials,1.3300,0.000,1.4500,11.0m,2.7m,1,2018-03-31,"31 Dec, 2018",2018-05-23,0.9
5088,Other Financials,1.5500,2.000,1.4300,9.0m,3.2m,4,2017-12-31,"31 Dec, 2017",2018-02-22,1.1
5088,Other Financials,1.2500,0.000,1.4100,9.7m,2.5m,3,2017-09-30,"31 Dec, 2017",2017-11-30,0.9
5088,Other Financials,1.9000,0.000,1.4000,12.5m,3.8m,2,2017-06-30,"31 Dec, 2017",2017-08-24,1.4
5088,Other Financials,2.2300,0.000,1.4300,12.7m,4.5m,1,2017-03-31,"31 Dec, 2017",2017-05-15,1.6
7090,Pharmaceuticals,2.5500,3.000,1.1100,237.4m,18.2m,3,2024-09-30,"31 Dec, 2024",2024-11-27,2.3
7090,Pharmaceuticals,3.3100,3.000,1.1300,238.7m,23.6m,2,2024-06-30,"31 Dec, 2024",2024-08-21,2.9
7090,Pharmaceuticals,2.9700,0.000,1.3200,248.2m,21.2m,1,2024-03-31,"31 Dec, 2024",2024-05-15,2.3
7090,Pharmaceuticals,2.8100,22.500,1.2900,240.0m,20.1m,4,2023-12-31,"31 Dec, 2023",2024-02-21,2.2
7090,Pharmaceuticals,3.3800,0.000,1.2600,235.3m,24.2m,3,2023-09-30,"31 Dec, 2023",2023-11-29,2.7
7090,Pharmaceuticals,46.1300,2.500,1.2400,215.0m,329.5m,2,2023-06-30,"31 Dec, 2023",2023-08-23,37.2
7090,Pharmaceuticals,5.1200,0.000,1.2300,245.8m,24.3m,1,2023-03-31,"31 Dec, 2023",2023-05-24,4.2
7090,Pharmaceuticals,7.3400,5.500,1.1800,220.5m,34.8m,4,2022-12-31,"31 Dec, 2022",2023-02-22,6.2
7090,Pharmaceuticals,5.6700,0.000,1.0900,232.1m,26.9m,3,2022-09-30,"31 Dec, 2022",2022-11-16,5.2
7090,Pharmaceuticals,4.9500,3.000,1.0600,209.2m,23.5m,2,2022-06-30,"31 Dec, 2022",2022-08-16,4.7
7090,Pharmaceuticals,3.3300,0.000,1.1000,215.9m,15.8m,1,2022-03-31,"31 Dec, 2022",2022-05-18,3.0
7090,Pharmaceuticals,4.3700,9.000,1.0700,197.7m,20.7m,4,2021-12-31,"31 Dec, 2021",2022-02-23,4.1
7090,Pharmaceuticals,2.9600,0.000,1.0300,211.1m,14.0m,3,2021-09-30,"31 Dec, 2021",2021-11-17,2.9
7090,Pharmaceuticals,2.7100,2.500,1.0100,182.6m,12.8m,2,2021-06-30,"31 Dec, 2021",2021-08-19,2.7
7090,Pharmaceuticals,2.5100,0.000,1.0100,179.5m,11.9m,1,2021-03-31,"31 Dec, 2021",2021-05-20,2.5
7090,Pharmaceuticals,3.0400,2.800,0.9900,161.6m,14.4m,4,2020-12-31,"31 Dec, 2020",2021-02-25,3.1
7090,Pharmaceuticals,3.0100,0.000,0.9600,169.1m,14.2m,3,2020-09-30,"31 Dec, 2020",2020-11-19,3.1
7090,Pharmaceuticals,2.7600,1.700,0.9400,174.7m,13.0m,2,2020-06-30,"31 Dec, 2020",2020-08-26,2.9
7090,Pharmaceuticals,3.0500,0.000,0.9300,193.3m,14.4m,1,2020-03-31,"31 Dec, 2020",2020-05-21,3.3
7090,Pharmaceuticals,2.9700,2.000,0.9000,170.6m,14.0m,4,2019-12-31,"31 Dec, 2019",2020-02-19,3.3
7090,Pharmaceuticals,3.0000,0.000,0.8700,180.7m,14.1m,3,2019-09-30,"31 Dec, 2019",2019-11-21,3.4
7090,Pharmaceuticals,2.8100,1.700,0.8600,159.3m,13.2m,2,2019-06-30,"31 Dec, 2019",2019-08-21,3.3
7090,Pharmaceuticals,9.7100,0.000,3.3400,178.2m,11.4m,1,2019-03-31,"31 Dec, 2019",2019-05-23,2.9
7090,Pharmaceuticals,14.3300,7.000,3.2500,163.1m,16.8m,4,2018-12-31,"31 Dec, 2018",2019-02-28,4.4
7090,Pharmaceuticals,12.7100,0.000,3.1200,165.3m,14.9m,3,2018-09-30,"31 Dec, 2018",2018-11-15,4.1
7090,Pharmaceuticals,11.6900,6.500,3.0800,155.9m,13.7m,2,2018-06-30,"31 Dec, 2018",2018-08-16,3.8
7090,Pharmaceuticals,11.2500,0.000,3.0400,168.4m,13.2m,1,2018-03-31,"31 Dec, 2018",2018-05-24,3.7
7090,Pharmaceuticals,10.9300,6.500,2.9300,152.6m,12.8m,4,2017-12-31,"31 Dec, 2017",2018-02-22,3.7
7090,Pharmaceuticals,9.6200,0.000,2.8200,157.7m,11.3m,3,2017-09-30,"31 Dec, 2017",2017-11-14,3.4
7090,Pharmaceuticals,8.7900,5.500,2.7800,155.3m,10.3m,2,2017-06-30,"31 Dec, 2017",2017-08-16,3.2
7090,Pharmaceuticals,8.6100,0.000,2.7500,154.7m,10.1m,1,2017-03-31,"31 Dec, 2017",2017-05-17,3.1
7090,Pharmaceuticals,5.7700,6.000,2.6600,144.1m,6.8m,4,2016-12-31,"31 Dec, 2016",2017-02-23,2.2
7090,Pharmaceuticals,7.4600,0.000,2.5700,143.0m,8.7m,3,2016-09-30,"31 Dec, 2016",2016-11-15,2.9
7090,Pharmaceuticals,8.2400,5.500,2.5500,146.7m,9.6m,2,2016-06-30,"31 Dec, 2016",2016-08-17,3.2
7090,Pharmaceuticals,8.3800,0.000,2.5300,147.5m,9.8m,1,2016-03-31,"31 Dec, 2016",2016-05-18,3.3
5015,Auto Parts,9.5500,0.000,7.2200,545.2m,18.7m,3,2024-09-30,"31 Dec, 2024",2024-11-19,1.3
5015,Auto Parts,5.0100,10.000,7.3000,453.6m,9.8m,2,2024-06-30,"31 Dec, 2024",2024-08-23,0.7
5015,Auto Parts,10.3400,0.000,7.2900,490.4m,20.2m,1,2024-03-31,"31 Dec, 2024",2024-05-24,1.4
5015,Auto Parts,11.2800,11.000,7.3100,470.5m,22.1m,4,2023-12-31,"31 Dec, 2023",2024-02-27,1.5
5015,Auto Parts,13.2500,0.000,6.7900,518.4m,25.9m,3,2023-09-30,"31 Dec, 2023",2023-11-20,2.0
5015,Auto Parts,1.4300,7.000,6.6800,430.4m,2.8m,2,2023-06-30,"31 Dec, 2023",2023-08-23,0.2
5015,Auto Parts,4.9500,0.000,6.6700,507.1m,9.7m,1,2023-03-31,"31 Dec, 2023",2023-05-19,0.7
5015,Auto Parts,4.1500,7.000,6.5900,468.9m,8.1m,4,2022-12-31,"31 Dec, 2022",2023-02-24,0.6
5015,Auto Parts,4.1500,7.000,6.6900,467.8m,8.1m,3,2022-09-30,"31 Dec, 2022",2022-11-21,0.6
5015,Auto Parts,1.5200,0.000,6.6200,397.9m,3.0m,2,2022-06-30,"31 Dec, 2022",2022-08-30,0.2
5015,Auto Parts,3.6800,0.000,6.6700,404.5m,7.2m,1,2022-03-31,"31 Dec, 2022",2022-05-20,0.6
5015,Auto Parts,8.4000,7.000,6.6200,415.0m,16.4m,4,2021-12-31,"31 Dec, 2021",2022-02-25,1.3
5015,Auto Parts,-13.1300,0.000,6.5300,174.7m,-25.7m,3,2021-09-30,"31 Dec, 2021",2021-11-19,-2.0
5015,Auto Parts,-8.3700,0.000,6.6600,250.8m,-16.4m,2,2021-06-30,"31 Dec, 2021",2021-08-20,-1.3
5015,Auto Parts,7.3400,0.000,6.8200,383.7m,14.4m,1,2021-03-31,"31 Dec, 2021",2021-05-19,1.1
5015,Auto Parts,1.4400,7.000,6.7400,358.6m,2.8m,4,2020-12-31,"31 Dec, 2020",2021-02-25,0.2
5015,Auto Parts,7.0600,0.000,6.3500,333.8m,13.8m,3,2020-09-30,"31 Dec, 2020",2020-11-19,1.1
5015,Auto Parts,-10.6800,0.000,6.4300,151.6m,-20.9m,2,2020-06-30,"31 Dec, 2020",2020-08-19,-1.7
5015,Auto Parts,-3.1700,0.000,6.4000,279.5m,-6.2m,1,2020-03-31,"31 Dec, 2020",2020-06-29,-0.5
5015,Auto Parts,3.3300,5.000,6.5100,386.3m,6.5m,4,2019-12-31,"31 Dec, 2019",2020-02-21,0.5
5015,Auto Parts,1.2200,0.000,6.3800,384.7m,2.4m,3,2019-09-30,"31 Dec, 2019",2019-11-22,0.2
5015,Auto Parts,4.3800,5.000,6.3600,358.4m,8.6m,2,2019-06-30,"31 Dec, 2019",2019-08-27,0.7
5015,Auto Parts,5.0000,0.000,6.3500,367.6m,9.8m,1,2019-03-31,"31 Dec, 2019",2019-05-24,0.8
5015,Auto Parts,8.8600,7.000,6.3100,382.6m,17.3m,4,2018-12-31,"31 Dec, 2018",2019-02-25,1.4
5015,Auto Parts,1.7100,0.000,6.2500,336.0m,3.3m,3,2018-09-30,"31 Dec, 2018",2018-11-16,0.3
5015,Auto Parts,0.7900,5.000,6.2300,295.5m,1.5m,2,2018-06-30,"31 Dec, 2018",2018-08-29,0.1
5015,Auto Parts,8.2900,0.000,6.3000,320.3m,16.2m,1,2018-03-31,"31 Dec, 2018",2018-05-16,1.3
5015,Auto Parts,6.7000,8.500,6.2900,327.5m,13.1m,4,2017-12-31,"31 Dec, 2017",2018-02-28,1.1
5015,Auto Parts,6.6100,0.000,6.1400,291.4m,12.9m,3,2017-09-30,"31 Dec, 2017",2017-11-20,1.1
5015,Auto Parts,1.2800,4.500,6.1400,275.5m,2.5m,2,2017-06-30,"31 Dec, 2017",2017-08-21,0.2
5015,Auto Parts,5.4000,0.000,6.2000,294.1m,10.6m,1,2017-03-31,"31 Dec, 2017",2017-05-05,0.9
5015,Auto Parts,7.8800,10.000,6.1400,340.7m,15.4m,4,2016-12-31,"31 Dec, 2016",2017-02-27,1.3
5015,Auto Parts,8.9200,0.000,6.0600,313.3m,17.5m,3,2016-09-30,"31 Dec, 2016",2016-11-30,1.5
5015,Auto Parts,3.2600,5.000,5.9700,306.5m,6.4m,2,2016-06-30,"31 Dec, 2016",2016-08-23,0.5
5015,Auto Parts,4.7800,0.000,6.0200,276.1m,9.3m,1,2016-03-31,"31 Dec, 2016",2016-05-17,0.8
6432,Food & Beverages,13.2700,30.000,3.0600,77.3m,10.6m,2,2024-10-31,"30 Apr, 2025",2024-12-04,4.3
6432,Food & Beverages,12.1000,0.000,2.9300,72.0m,9.7m,1,2024-07-31,"30 Apr, 2025",2024-09-23,4.1
6432,Food & Beverages,7.5000,0.000,2.8000,57.2m,6.0m,4,2024-04-30,"30 Apr, 2024",2024-06-13,2.7
6432,Food & Beverages,37.8000,50.000,3.2300,73.9m,30.2m,3,2024-01-31,"30 Apr, 2024",2024-03-18,11.7
6432,Food & Beverages,12.4400,0.000,3.2000,66.0m,10.0m,2,2023-10-31,"30 Apr, 2024",2023-12-15,3.9
6432,Food & Beverages,9.5500,20.000,3.0800,58.3m,7.6m,1,2023-07-31,"30 Apr, 2024",2023-09-07,3.1
6432,Food & Beverages,8.5100,15.000,2.9800,60.3m,6.8m,4,2023-04-30,"30 Apr, 2023",2023-06-23,2.9
6432,Food & Beverages,13.5200,0.000,2.9000,71.1m,10.8m,3,2023-01-31,"30 Apr, 2023",2023-03-28,4.7
6432,Food & Beverages,11.8300,0.000,3.0100,70.3m,9.5m,2,2022-10-31,"30 Apr, 2023",2022-12-22,3.9
6432,Food & Beverages,5.7000,0.000,2.8900,55.5m,4.6m,1,2022-07-31,"30 Apr, 2023",2022-09-27,2.0
6432,Food & Beverages,4.7900,15.000,2.8400,57.3m,3.8m,4,2022-04-30,"30 Apr, 2022",2022-06-24,1.7
6432,Food & Beverages,6.3500,0.000,2.7800,54.3m,5.1m,3,2022-01-31,"30 Apr, 2022",2022-03-29,2.3
6432,Food & Beverages,1.1100,0.000,2.9700,37.6m,888.0k,2,2021-10-31,"30 Apr, 2022",2021-12-24,0.4
6432,Food & Beverages,0.0000,0.000,2.9600,39.0m,172.0k,1,2021-07-31,"30 Apr, 2022",2021-09-29,0.0
6432,Food & Beverages,7.3500,25.000,2.9600,54.1m,5.9m,4,2021-04-30,"30 Apr, 2021",2021-06-30,2.5
6432,Food & Beverages,4.3900,0.000,2.8800,43.0m,3.5m,3,2021-01-31,"30 Apr, 2021",2021-03-30,1.5
6432,Food & Beverages,4.0800,0.000,3.1400,48.1m,3.3m,2,2020-10-31,"30 Apr, 2021",2020-12-29,1.3
6432,Food & Beverages,5.8600,0.000,3.1000,45.1m,4.7m,1,2020-07-31,"30 Apr, 2021",2020-08-27,1.9
6432,Food & Beverages,4.8700,20.000,3.0400,43.4m,3.9m,4,2020-04-30,"30 Apr, 2020",2020-06-29,1.6
6432,Food & Beverages,4.9800,0.000,2.9900,48.9m,4.0m,3,2020-01-31,"30 Apr, 2020",2020-03-24,1.7
6432,Food & Beverages,3.9300,0.000,3.1400,42.4m,3.1m,2,2019-10-31,"30 Apr, 2020",2019-12-26,1.3
6432,Food & Beverages,4.0200,0.000,3.1000,40.2m,3.2m,1,2019-07-31,"30 Apr, 2020",2019-08-26,1.3
6432,Food & Beverages,4.8100,20.000,2.9100,47.6m,3.8m,4,2019-04-30,"30 Apr, 2019",2019-06-27,1.7
6432,Food & Beverages,5.6800,0.000,3.0200,51.4m,4.5m,3,2019-01-31,"30 Apr, 2019",2019-03-28,1.9
6432,Food & Beverages,6.2900,0.000,3.1600,46.7m,5.0m,2,2018-10-31,"30 Apr, 2019",2018-12-27,2.0
6432,Food & Beverages,5.2300,0.000,3.1000,43.1m,4.2m,1,2018-07-31,"30 Apr, 2019",2018-08-27,1.7
6432,Food & Beverages,1.7000,20.000,3.0500,45.8m,1.4m,4,2018-04-30,"30 Apr, 2018",2018-06-28,0.6
6432,Food & Beverages,2.6600,0.000,3.0200,46.2m,2.1m,3,2018-01-31,"30 Apr, 2018",2018-03-28,0.9
6432,Food & Beverages,4.7700,0.000,3.2400,52.1m,3.8m,2,2017-10-31,"30 Apr, 2018",2017-12-28,1.5
6432,Food & Beverages,4.7000,0.000,3.2000,46.7m,3.8m,1,2017-07-31,"30 Apr, 2018",2017-08-24,1.5
6432,Food & Beverages,3.3800,25.000,3.1700,59.6m,2.7m,4,2017-04-30,"30 Apr, 2017",2017-06-23,1.1
6432,Food & Beverages,6.4300,0.000,3.1100,51.2m,5.1m,3,2017-01-31,"30 Apr, 2017",2017-03-30,2.1
6432,Food & Beverages,5.3700,0.000,3.3500,48.1m,4.3m,2,2016-10-31,"30 Apr, 2017",2016-12-29,1.6
6432,Food & Beverages,7.1200,0.000,3.2900,50.0m,5.7m,1,2016-07-31,"30 Apr, 2017",2016-08-29,2.2
7181,Software,0.1600,0.000,0.1600,34.1m,1.9m,3,2024-09-30,"31 Dec, 2024",2024-11-29,1.0
7181,Software,-0.2800,0.000,0.1600,3.1m,-3.5m,2,2024-06-30,"31 Dec, 2024",2024-08-27,-1.8
7181,Software,0.0100,0.000,0.1700,2.4m,116.0k,1,2024-03-31,"31 Dec, 2024",2024-05-29,0.1
7181,Software,-1.8600,0.000,0.1600,10.9m,-22.9m,-,2023-12-31,"31 Dec, 2023",2024-02-29,-11.6
7181,Software,-2.6500,0.000,0.3200,31.6m,-32.3m,-,2023-09-30,"31 Dec, 2023",2023-11-30,-8.3
7181,Software,0.9500,0.000,0.3400,119.0m,11.5m,4,2023-06-30,"30 Jun, 2023",2023-08-30,2.8
7181,Software,0.1300,0.000,0.3200,85.8m,1.5m,3,2023-03-31,"30 Jun, 2023",2023-05-25,0.4
7181,Software,0.2600,0.000,0.3100,87.6m,3.1m,2,2022-12-31,"30 Jun, 2023",2023-02-28,0.8
7181,Software,0.2600,0.000,0.3100,67.8m,3.2m,1,2022-09-30,"30 Jun, 2023",2022-11-15,0.8
7181,Software,0.1500,0.000,0.3100,176.2m,1.8m,-,2022-06-30,"30 Jun, 2022",2022-08-29,0.5
7181,Software,1.8900,0.000,0.3100,137.2m,16.9m,-,2022-03-31,"30 Jun, 2022",2022-05-18,6.1
7181,Software,2.8800,0.000,0.4800,135.6m,17.5m,4,2021-12-31,"31 Dec, 2021",2022-02-21,6.0
7181,Software,5.5200,0.000,0.4400,77.3m,33.6m,3,2021-09-30,"31 Dec, 2021",2021-11-15,12.5
7181,Software,2.7100,0.000,0.3900,46.8m,16.3m,2,2021-06-30,"31 Dec, 2021",2021-08-16,6.9
7181,Software,1.1600,0.000,0.3700,49.5m,6.8m,1,2021-03-31,"31 Dec, 2021",2021-05-21,3.1
7181,Software,4.3400,0.000,0.4000,72.5m,19.7m,4,2020-12-31,"31 Dec, 2020",2021-02-15,10.9
7181,Software,1.9000,0.000,0.3700,58.3m,8.4m,3,2020-09-30,"31 Dec, 2020",2020-11-24,5.1
7181,Software,2.3000,0.000,0.3800,55.3m,8.5m,2,2020-06-30,"31 Dec, 2020",2020-08-12,6.1
7181,Software,2.3300,0.000,0.4000,33.4m,6.8m,1,2020-03-31,"31 Dec, 2020",2020-05-21,5.8
